neighborhood_code;neighborhood_names;total_destruction
BU03850002;Edam-Industriegebied;1.0
BU03850003;Edam-Zuid;1.0
BU03850004;Edam-Singelwijk;23.0
BU03850005;Edam-Molenbuurt;3.0
BU03850006;Zeevangpolder;
BU03850101;Purmerpolder;0.0
BU03850201;Volendam-Oude kom;15.0
BU03850202;Volendam-Katham + Planetenbuurt;7.0
BU03850203;Volendam-Blokgouw 1 en 2;3.0
BU03850204;Volendam-Blokgouw 3;2.0
BU03850205;Volendam-Blokgouw 4, 5 en 6;2.0
BU03850206;Volendam-Blokgouw 7 en 8;0.0
BU03850207;Volendam-Rozettenbuurt;5.0
BU03850208;Volendam-Bloemenbuurt;2.0
BU03850209;Volendam-Industriegebied;4.0
BU03850210;Volendam-Middengebied;4.0
BU03850211;Lange Weeren;0.0
BU03850212;Broeckgouw;2.0
BU03850301;Beets;5.0
BU03850401;Oosthuizen;7.0
BU03850402;De Watering;19.0
BU03850501;Warder;6.0
BU03850601;Middelie;2.0
BU03850701;Kwadijk;1.0
BU03850801;Schardam;2.0
BU03850901;Hobrede;
BU02280101;Centrum Ede;61.0
BU02280102;Bosrand;3.0
BU02280103;Komponistenbuurt;1.0
BU02280104;Burgemeestersbuurt;6.0
BU02280105;Stationsbuurt;15.0
BU02280201;Zeeheldenbuurt;14.0
BU02280202;Indische buurt;9.0
BU02280203;Vogelbuurt;31.0
BU02280204;Bloemenbuurt;13.0
BU02280205;Beatrixpark;4.0
BU02280206;Klaphek;10.0
BU02280301;De Horsten;6.0
BU02280302;De Burgen;14.0
BU02280303;De Steinen;8.0
BU02280305;De Dalen;18.0
BU02280306;De Velden en Beken;4.0
BU02280307;De Hoven;9.0
BU02280401;De Bergen;2.0
BU02280402;De Bossen;4.0
BU02280403;De Venen en Zanden;3.0
BU02280501;Veluwse Poort;7.0
BU02281001;Uitvindersbuurt;10.0
BU02281002;Hoogbouw-Zuid;30.0
BU02281003;Reehorst;34.0
BU02281004;Enka;8.0
BU02281101;Elskamp;19.0
BU02281102;Maandereng-Oost;13.0
BU02281103;De Hoef;2.0
BU02281201;De Parken;6.0
BU02281202;De Dreven;21.0
BU02281203;De Singels;32.0
BU02281204;De States;5.0
BU02281301;Frankeneng;9.0
BU02281302;Heestereng;1.0
BU02281303;De Vallei;1.0
BU02281304;Schuttersveld;2.0
BU02281305;Hanepol;0.0
BU02281306;Kievitsmeent;1.0
BU02282031;Maanderbroek;0.0
BU02282032;Doesburg;2.0
BU02282051;Driesprong/Ginkel;5.0
BU02283001;De Laar;7.0
BU02283002;Bennekom-Zuidoost;3.0
BU02283003;Boekelo;1.0
BU02283004;Halderbrink;8.0
BU02283031;De Kraats/Nergena;2.0
BU02283051;Dikkenberg;1.0
BU02284001;Centrum Lunteren;7.0
BU02284002;Wormshoef;2.0
BU02284003;Lunteren-Oost;2.0
BU02284031;Nederwoud;3.0
BU02284032;De Veenen;1.0
BU02284033;Lunterse Veld;4.0
BU02284034;Meulunteren/De Valk;2.0
BU02284051;Lunterse Buurtbos;8.0
BU02285001;Ederveen dorp;6.0
BU02285031;Ederveen buitengebied;1.0
BU02286001;De Klomp dorp;3.0
BU02286031;De Klomp buitengebied;1.0
BU02287001;Harskamp dorp;3.0
BU02287002;Legerplaats Harskamp;0.0
BU02287031;Westeneng;0.0
BU02287051;Harskampse Zand;
BU02288001;Wekerom dorp;2.0
BU02288031;Wekeromse Meent;0.0
BU02288051;Wekeromse Zand;5.0
BU02289001;Otterlo dorp;3.0
BU02289031;Eschoter Veld;1.0
BU02289051;Reemst;0.0
BU02289052;Hoog Baarlo;0.0
BU02289053;Deelen;0.0
BU03170210;Eembrugge;0.0
BU03170212;Eemnes-Dorp;1.0
BU03170213;Eempolder;0.0
BU03170214;Polder te Veen;0.0
BU03170215;Goyergracht;0.0
BU03170216;Heidehoek;2.0
BU03170217;Noordbuurt;10.0
BU03170218;Wakkerendijk-Meentweg;5.0
BU03170219;Zuidbuurt;18.0
BU16510001;Uithuizen;53.0
BU16510002;'t Lage van de Weg;0.0
BU16510008;Verspreide huizen in de nieuwe polders;0.0
BU16510009;Overige verspreide huizen;1.0
BU16510100;Uithuizermeeden;14.0
BU16510101;Oosternieland;
BU16510102;Roodeschool;7.0
BU16510103;Oosteinde;0.0
BU16510104;Hooilandseweg;
BU16510105;Hefswal;1.0
BU16510106;Oudeschip;0.0
BU16510107;Oldenzijl;
BU16510108;Eemshavengebied;2.0
BU16510109;Verspreide huizen Uithuizermeeden;1.0
BU16510200;Kantens;0.0
BU16510201;Zandeweer;5.0
BU16510202;Rottum;
BU16510203;Stitswerd;0.0
BU16510204;Doodstil;1.0
BU16510205;Eppenhuizen;1.0
BU16510209;Verspreide huizen Kantens;0.0
BU16510300;Usquert;3.0
BU16510308;Verspreide huizen in de nieuwe polders;0.0
BU16510309;Overige verspreide huizen;1.0
BU16510400;Warffum;8.0
BU16510409;Verspreide huizen Warffum;0.0
BU07700000;Eersel-kom en Lindeakkers;24.0
BU07700001;Molenakkers;2.0
BU07700002;Eersel-Zuid;12.0
BU07700003;De Dijken;3.0
BU07700004;Kortkruis;0.0
BU07700005;Bedrijventerrein Eersel;0.0
BU07700006;Molenveld en Schadewijk;1.0
BU07700007;Stokkelen en Hoogstraat;1.0
BU07700008;De Hees en Genderweg;0.0
BU07700009;Verspreide huizen Eersel;2.0
BU07700010;Kerkebogten;3.0
BU07700100;Duizel;21.0
BU07700101;De Donksbergen;1.0
BU07700102;Bedrijventerrein Duizel;0.0
BU07700109;Verspreide huizen Duizel;0.0
BU07700200;Steensel;2.0
BU07700209;Verspreide huizen Steensel;0.0
BU07700300;Vessem-kom;2.0
BU07700309;Verspreide huizen Vessem;0.0
BU07700400;Wintelre-kom;1.0
BU07700409;Verspreide huizen Wintelre;2.0
BU07700500;Knegsel-kom;1.0
BU07700501;Knegsel-Oeyenbos;0.0
BU07700509;Verspreide huizen Knegsel;1.0
BU19030000;Eijsden-Breust;11.0
BU19030001;Mariadorp-Beezepool;7.0
BU19030002;Withuis-Stationsstraat;1.0
BU19030003;Mesch;1.0
BU19030004;Oost;0.0
BU19030005;Maarland;0.0
BU19030009;Verspreide huizen;6.0
BU19030100;Gronsveld;10.0
BU19030101;Rijckholt;0.0
BU19030200;Margraten;7.0
BU19030201;Termaar;
BU19030202;Groot- en Klein-Welsden;1.0
BU19030203;'t Rooth;
BU19030204;Scheulder;0.0
BU19030205;Gasthuis-Wolfshuis;3.0
BU19030300;Cadier;5.0
BU19030301;Sint Antoniusbank;0.0
BU19030302;Berg;1.0
BU19030303;Bemelen;1.0
BU19030304;Honthem;0.0
BU19030309;Verspreide huizen;0.0
BU19030400;Sint Geertruid;2.0
BU19030401;Eckelrade;0.0
BU19030402;Herkenrade;2.0
BU19030403;Moerslag-Libeek;
BU19030404;Bruisterbosch;0.0
BU19030409;Verspreide huizen;0.0
BU19030500;Mheer;1.0
BU19030501;Banholt;1.0
BU19030502;Noorbeek;0.0
BU19030503;Terlinden;1.0
BU19030504;Bergenhuizen en Schey;0.0
BU19030505;Hoogcruts;0.0
BU19030509;Verspreide huizen;0.0
BU07721111;Binnenstad;273.0
BU07721112;Bergen;28.0
BU07721113;Witte Dame;108.0
BU07721114;Fellenoord;21.0
BU07721115;TU-terrein;14.0
BU07721211;Irisbuurt;20.0
BU07721212;Rochusbuurt;17.0
BU07721213;Elzent-Noord;13.0
BU07721214;Tuindorp;15.0
BU07721215;Joriskwartier;14.0
BU07721216;Bloemenplein;13.0
BU07721217;Looiakkers;10.0
BU07721218;Elzent-Zuid;1.0
BU07721221;Kerstroosplein;11.0
BU07721222;Gerardusplein;19.0
BU07721223;Genneperzijde;6.0
BU07721224;Roosten;4.0
BU07721225;Eikenburg;4.0
BU07721226;Sportpark Aalsterweg;5.0
BU07721230;Puttense Dreef;6.0
BU07721232;Burghplan;24.0
BU07721233;Sintenbuurt;11.0
BU07721234;Tivoli;9.0
BU07721235;Gijzenrooi;3.0
BU07721236;Nieuwe Erven;15.0
BU07721237;Kruidenbuurt;9.0
BU07721238;Schuttersbosch;4.0
BU07721240;Riel;0.0
BU07721311;Villapark;22.0
BU07721312;Lakerlopen;38.0
BU07721321;Doornakkers-West;25.0
BU07721322;Doornakkers-Oost;15.0
BU07721328;Tongelresche Akkers;1.0
BU07721333;Muschberg, Geestenberg;16.0
BU07721334;Urkhoven;2.0
BU07721335;'t Hofke;20.0
BU07721336;Karpen;2.0
BU07721337;Koudenhoven;4.0
BU07721410;Limbeek-Zuid;13.0
BU07721411;Limbeek-Noord;34.0
BU07721412;Hemelrijken;29.0
BU07721413;Gildebuurt;26.0
BU07721414;Woenselse Watermolen;7.0
BU07721421;Woensel-West;43.0
BU07721422;Kronehoef;38.0
BU07721423;Barrier;14.0
BU07721424;Mensfort;17.0
BU07721425;Rapenland;23.0
BU07721426;Vredeoord;18.0
BU07721431;Generalenbuurt;26.0
BU07721432;Oude Toren;5.0
BU07721433;Hondsheuvels;2.0
BU07721434;Oude Gracht-West;12.0
BU07721435;Oude Gracht-Oost;6.0
BU07721436;Eckartdal;1.0
BU07721511;Driehoeksbos;14.0
BU07721512;Prinsejagt;24.0
BU07721513;Jagershoef;33.0
BU07721514;'t Hool;10.0
BU07721515;Winkelcentrum;15.0
BU07721516;Vlokhoven;24.0
BU07721520;Kapelbeemd;2.0
BU07721521;Kerkdorp Acht;10.0
BU07721522;Achtse Barrier-Gunterslaer;9.0
BU07721523;Achtse Barrier-Spaaihoef;15.0
BU07721524;Achtse Barrier-Hoeven;15.0
BU07721531;Woenselse Heide;36.0
BU07721532;Tempel;28.0
BU07721533;Blixembosch-West;3.0
BU07721534;Blixembosch-Oost;11.0
BU07721535;Castiliëlaan;3.0
BU07721541;Eckart;18.0
BU07721542;Luytelaer;1.0
BU07721543;Vaartbroek;37.0
BU07721544;Heesterakker;5.0
BU07721545;Esp;1.0
BU07721546;Bokt;3.0
BU07721611;Eliasterrein, Vonderkwartier;19.0
BU07721612;Philipsdorp;42.0
BU07721613;Engelsbergen;8.0
BU07721614;Schouwbroek;14.0
BU07721615;Schoot;29.0
BU07721616;Strijp S;2.0
BU07721621;Hurk;20.0
BU07721622;Het Ven;16.0
BU07721623;Lievendaal;20.0
BU07721624;Drents Dorp;18.0
BU07721625;Zwaanstraat;6.0
BU07721626;Wielewaal;3.0
BU07721627;Herdgang;1.0
BU07721628;Mispelhoef;1.0
BU07721631;BeA2;1.0
BU07721632;Meerbos;1.0
BU07721633;Grasrijk;15.0
BU07721634;Zandrijk;8.0
BU07721635;Waterrijk;3.0
BU07721636;Park Forum;3.0
BU07721638;Eindhoven Airport;2.0
BU07721639;Bosrijk;1.0
BU07721640;Meerrijk;1.0
BU07721711;Schrijversbuurt;31.0
BU07721712;Oude Spoorbaan;11.0
BU07721713;Hagenkamp;10.0
BU07721721;Genderdal;31.0
BU07721722;Blaarthem;32.0
BU07721723;Rapelenburg;9.0
BU07721724;Bennekel-Oost;27.0
BU07721725;Bennekel-West, Gagelbosch;15.0
BU07721726;Gennep;2.0
BU07721731;Genderbeemd;13.0
BU07721732;Hanevoet;19.0
BU07721733;Ooievaarsnest;0.0
BU02300100;Elburg Stad;3.0
BU02300101;Elburg West en havengebied;5.0
BU02300102;Elburg-Oosthoek;19.0
BU02300103;Elburg De Vrijheid;3.0
BU02300104;Oostendorp;8.0
BU02300105;Achterweg;0.0
BU02300108;Verspreide huizen Elburg-Zuid;0.0
BU02300109;Verspreide huizen Elburg-Noord;0.0
BU02300201;'t Harde-Centrum;11.0
BU02300202;'t Harde-West;5.0
BU02300203;'t Harde-Oost;6.0
BU02300207;Verspreide huizen 't Harde Noord-West;0.0
BU02300209;Verspreide huizen 't Harde Zuid-Oost;1.0
BU02300300;Doornspijk;5.0
BU02300304;Hoge Enk;0.0
BU02300306;Verspreide huizen Doornspijk-West;2.0
BU02300308;Verspreide huizen Doornspijk-Oost;1.0
BU01140100;Derde Kruisdiep;2.0
BU01140101;Eerste Kruisdiep;5.0
BU01140102;Tramwijk;1.0
BU01140103;Achterdiep;
BU01140104;Weerdingerkanaal;0.0
BU01140106;Siepelveen;2.0
BU01140109;Verspreide huizen Nieuw-Weerdinge;0.0
BU01140200;Roswinkel-Centrum;0.0
BU01140206;Oude Schuttingskanaal;0.0
BU01140208;Roswinkelerstraat;0.0
BU01140209;Verspreide huizen Roswinkel;1.0
BU01140300;Emmer-Compascuum-Centrum;30.0
BU01140301;Emmer-Erfscheidenveen;5.0
BU01140302;Foxel;0.0
BU01140303;Oosterdiep;0.0
BU01140304;Hoofdkanaal;0.0
BU01140309;Verspreide huizen Emmer-Compascuum;1.0
BU01140400;Barger-Compascuum-Centrum;2.0
BU01140401;Scholtenskanaal;0.0
BU01140402;Verlengde Oosterdiep;0.0
BU01140408;Limietweg;1.0
BU01140409;Verspreide huizen Barger-Compascuum;
BU01140500;Nieuw-Dordrecht-Centrum;7.0
BU01140502;Oranjedorp;3.0
BU01140503;Vastenow;
BU01140504;Herenstreek;
BU01140600;Nieuw-Amsterdam-Centrum;40.0
BU01140601;Barger-Erfscheidenveen;3.0
BU01140608;Langs de Vaart;1.0
BU01140609;Verspreide huizen Nieuw-Amsterdam;0.0
BU01140700;Erica-Centrum;14.0
BU01140701;Amsterdamscheveld;1.0
BU01140702;Beekweg;1.0
BU01140707;Verlengde Vaart;0.0
BU01140708;Ericasestraat;1.0
BU01140709;Verspreide huizen Erica;1.0
BU01140800;Klazienaveen-Noord;8.0
BU01140801;Klazienaveen-Zuid;19.0
BU01140802;Barger-Oosterveen;0.0
BU01140803;Kloostermanswijk;0.0
BU01140804;Dordsedijk;0.0
BU01140806;Derksweg;0.0
BU01140807;Tuinbouwcentrum Klazienaveen;2.0
BU01140809;Verspreide huizen Klazienaveen;0.0
BU01140900;Zwartemeer-Centrum;6.0
BU01140901;Kamerlingswijk;2.0
BU01140909;Verspreide huizen Zwartemeer;0.0
BU01141000;Schoonebeek;8.0
BU01141001;Oosterse Bos en Middendorp;0.0
BU01141002;Westerse Bos;1.0
BU01141003;Zandpol;2.0
BU01141004;Industrieterrein De Vierslagen;1.0
BU01141009;Verspreide huizen Schoonebeek;1.0
BU01141300;Veenoord;4.0
BU01141308;Ermerveen;1.0
BU01141309;Verspreide huizen Veenoord;
BU01142100;Nieuw-Schoonebeek;1.0
BU01142101;Westelijk Nieuw-Schoonebeek;0.0
BU01142102;Oostelijk Nieuw-Schoonebeek;0.0
BU01142109;Verspreide huizen Nieuw-Schoonebeek;
BU01143200;Weiteveen;4.0
BU01143201;Westelijk en oostelijk Weiteveen;
BU01143209;Verspreide huizen Weiteveen;0.0
BU01144000;Emmen-Centrum;82.0
BU01144100;Emmen-omgeving Oude Roswinkelerweg;8.0
BU01144101;Emmen over 't spoor;11.0
BU01144200;Emmermeer;48.0
BU01144300;Angelslo;66.0
BU01144400;Emmerhout;38.0
BU01144500;Emmerschans;1.0
BU01144600;Bargeres;26.0
BU01144700;Rietlanden;34.0
BU01144800;Parc Sandur;6.0
BU01144900;Delftlanden;1.0
BU01145000;Barger-Oosterveld;7.0
BU01145100;Weerdinge;0.0
BU01145101;Westenesch;0.0
BU01145109;Verspreide huizen Emmen;16.0
BU01145200;Noordbarge;12.0
BU01145201;Zuidbarge;0.0
BU01145300;Industrieterrein Bargermeer;12.0
BU03880000;Centrum Vissersbuurt Oosterhaven;28.0
BU03880001;Havenbuurt Snouck van Loosenpark;7.0
BU03880002;Boerenhoek Molenweg Burgwal;26.0
BU03880003;Enkhuizen-Noord;17.0
BU03880100;Westeinde;2.0
BU03880101;Kadijken;6.0
BU03880102;Oude Gouw-Gommerwijk;33.0
BU03880103;Oosterdijk;0.0
BU01530000;City;149.0
BU01530001;Lasonder, Zeggelt;17.0
BU01530002;De Laares;11.0
BU01530003;De Bothoven;55.0
BU01530004;Hogeland-Noord;13.0
BU01530005;Getfert;21.0
BU01530006;Veldkamp-Getfert-West;19.0
BU01530007;Horstlanden-Stadsweide;7.0
BU01530008;Boddenkamp;8.0
BU01530100;Velve-Lindenhof;15.0
BU01530101;Wooldrik;3.0
BU01530102;Hogeland-Zuid;6.0
BU01530103;Varvik-Diekman;29.0
BU01530104;Sleutelkamp;3.0
BU01530105;'t Weldink;
BU01530106;De Leuriks;0.0
BU01530200;Cromhoffsbleek-Kotman;9.0
BU01530201;Boswinkel-De Braker;53.0
BU01530202;Pathmos;13.0
BU01530203;Stevenfenne;45.0
BU01530204;Stadsveld-Zuid;20.0
BU01530205;Elferink-Heuwkamp;11.0
BU01530206;Stadsveld-Noord-Bruggert;5.0
BU01530207;'t Zwering;5.0
BU01530208;Ruwenbos;3.0
BU01530300;Tubantia-Toekomst;20.0
BU01530301;Twekkelerveld;38.0
BU01530400;Walhof-Roessingh;6.0
BU01530401;Bolhaar;0.0
BU01530402;Roombeek-Roomveldje;14.0
BU01530403;Mekkelholt;15.0
BU01530404;Deppenbroek;20.0
BU01530405;Voortman-Amelink;2.0
BU01530406;Drienerveld-U.T.;7.0
BU01530500;Schreurserve;19.0
BU01530501;Ribbelt-Ribbelerbrink;15.0
BU01530502;Park Stokhorst;6.0
BU01530503;Stokhorst;0.0
BU01530600;Stroinkslanden Noord-Oost;7.0
BU01530601;Stroinkslanden-Zuid;10.0
BU01530602;Stroinkslanden Noord-West;4.0
BU01530603;Wesselerbrink Noord-Oost;36.0
BU01530604;Wesselerbrink Zuid-Oost;42.0
BU01530605;Wesselerbrink Zuid-West;14.0
BU01530606;Wesselerbrink Noord-West;14.0
BU01530607;Helmerhoek-Noord;48.0
BU01530608;Helmerhoek-Zuid;8.0
BU01530609;het Brunink;
BU01530700;Industrie- en havengebied;5.0
BU01530701;Marssteden;1.0
BU01530702;Koekoeksbeekhoek;0.0
BU01530703;Kennispark;13.0
BU01530800;Glanerveld;7.0
BU01530801;Bentveld-Bultserve;16.0
BU01530802;Schipholt-Glanermaten;30.0
BU01530803;Eekmaat;10.0
BU01530804;Oikos;5.0
BU01530805;Eilermarke;6.0
BU01530806;De Slank;3.0
BU01530807;Dolphia;3.0
BU01530808;Eekmaat West;16.0
BU01530900;Dorp Lonneker;9.0
BU01530901;Dorp Boekelo;5.0
BU01530902;Buurtschap Lonneker-West;7.0
BU01530903;Noord Esmarke;0.0
BU01530904;Buurtschap Zuid-Esmarke;10.0
BU01530905;Buurtschap Broekheurne;5.0
BU01530906;Buurtschap Usselo;1.0
BU01530907;Boekelerveld;3.0
BU01530908;Buurtschap Twekkelo;0.0
BU02320000;Epe-Centrum;20.0
BU02320001;Hogeland-Hoge Weerd;6.0
BU02320002;Epe-Zuid;19.0
BU02320003;Epe-Oost;4.0
BU02320004;Epe-Noord;2.0
BU02320008;Verspreide huizen Wissel;3.0
BU02320009;Verspreide huizen Vemde-Zuuk;4.0
BU02320100;Emst;1.0
BU02320101;Oene;1.0
BU02320107;Verspreide huizen Emst;5.0
BU02320108;Verspreide huizen Oene;0.0
BU02320109;Verspreide huizen Emsterbroek;0.0
BU02320200;Vaassen-Centrum;5.0
BU02320201;Vaassen-Noord-West;12.0
BU02320202;Vaassen-West;32.0
BU02320203;Oude Apeldoornseweg en omgeving;1.0
BU02320204;Vaassen-Oosterhof;9.0
BU02320207;Verspreide huizen De Botterd;0.0
BU02320208;Verspreide huizen Vaassen;4.0
BU02320209;Verspreide huizen Geerstraat en omgeving;1.0
BU02320300;Tongeren;
BU02320301;Gortel;0.0
BU02320308;Verspr.h. bosgebied Niersen en Gortel;1.0
BU02320309;Verspreide huizen bosgebied Tongeren;4.0
BU02330000;Ermelo;61.0
BU02330001;Ermelo-Oost;3.0
BU02330002;Ermelo-West;15.0
BU02330003;Veldwijk-'s Heerenloo;28.0
BU02330004;Tonsel;16.0
BU02330005;Horst;1.0
BU02330006;Buurt Ermelo ten dele bij de kern;2.0
BU02330007;Verspreide huizen Telgt;1.0
BU02330008;Verspreide huizen Zuiderzeeland;2.0
BU02330009;Verspreide huizen bosgebied;1.0
BU02330100;Speuld;0.0
BU02330105;Verspreide huizen Staverden;0.0
BU02330106;Verspreide huizen Houtdorp;
BU02330107;Verspreide huizen Leuvenum;1.0
BU02330108;Verspreide huizen De Beek;0.0
BU02330109;Verspreide huizen bosgebied;1.0
BU07770000;Centrum Oost 1;3.0
BU07770001;Centrum Oost 2;3.0
BU07770002;Centrum Oost 3;5.0
BU07770003;Centrum West 1;4.0
BU07770004;Centrum West 2;4.0
BU07770005;Het Hooghuis;19.0
BU07770100;Bedrijventerrein Vosdonk;1.0
BU07770200;Etten-Leur Midden landelijk gebied;0.0
BU07771000;Noord 1;9.0
BU07771001;Noord 2;9.0
BU07771002;Noord 3;5.0
BU07771003;Noord 4, Stichting Het Hooghuys;3.0
BU07771004;Baai 1;13.0
BU07771005;Baai 2;5.0
BU07771006;Baai 3;4.0
BU07771007;Baai 4, Markenland;6.0
BU07771008;Sander-Banken 1, Broeders Internaat;1.0
BU07771009;Sander-Banken 2, Klein Sander;1.0
BU07771010;Sander-Banken 3, Groot Sander;6.0
BU07771011;Sander-Banken 4, Lage Banken;3.0
BU07771012;De Grient;12.0
BU07771013;De Keen;25.0
BU07771014;Attelaken;0.0
BU07771015;Schoenmakershoek;17.0
BU07771100;Bedrijventerrein Vossendaal;1.0
BU07771200;Landelijk gebied 1 (Noord);2.0
BU07771201;Landelijk gebied 2 (Noord);0.0
BU07771202;Landelijk gebied 3 (Noord);0.0
BU07771203;Landelijk gebied 4 (Noord);0.0
BU07772000;Banakkers 1;7.0
BU07772001;Banakkers 2;2.0
BU07772002;Banakkers 3;9.0
BU07772003;Banakkers 4, Achter de Molen;2.0
BU07772004;Grauwe Polder 1;9.0
BU07772005;Grauwe Polder 2;2.0
BU07772006;Grauwe Polder 3;3.0
BU07772007;Grauwe Polder 4;4.0
BU07772008;Grauwe Polder 5, 't Winhof;1.0
BU07772009;Hoge Neerstraat;4.0
BU07772010;Centrumplan;5.0
BU07772100;Bedrijventerrein Vosdonk-Zuid;11.0
BU07772300;Landelijk gebied 1 (Zuid);8.0
BU07772301;Landelijk gebied 2 (Zuid);1.0
BU07772302;Landelijk gebied 3 (Zuid);0.0
BU07772303;Landelijk gebied 4 (Zuid);0.0
BU17220000;Ferwerd;11.0
BU17220001;Marrum;4.0
BU17220002;Blija;5.0
BU17220003;Hogebeintum;
BU17220007;Verspreide huizen Ferwerd;0.0
BU17220008;Verspreide huizen Marrum-Westernijkerk;1.0
BU17220009;Verspreide huizen Blija;1.0
BU17220100;Hallum;1.0
BU17220109;Verspreide huizen Hallum;1.0
BU17220200;Birdaard;2.0
BU17220201;Wanswerd;0.0
BU17220202;Jislum;
BU17220203;Genum;1.0
BU17220204;Reitsum;2.0
BU17220205;Lichtaard;
BU17220206;Janum;
BU17220208;Verspreide huizen Birdaard;0.0
BU17220209;Verspreide huizen Wanswerd;
BU19400101;Akmarijp;0.0
BU19400201;Bakhuizen;6.0
BU19400301;Balk;13.0
BU19400401;Bantega;1.0
BU19400501;Boornzwaag;0.0
BU19400601;Broek;0.0
BU19400701;Delfstrahuizen-Buitengebied;0.0
BU19400702;Delfstrahuizen-Kom;0.0
BU19400801;Dijken;0.0
BU19400901;Doniaga;0.0
BU19401001;Echten;0.0
BU19401101;Echtenerbrug-Buitengebied;0.0
BU19401102;Echtenerbrug-Kom;2.0
BU19401201;Eesterga;
BU19401301;Elahuizen;0.0
BU19401401;Follega;1.0
BU19401501;Goingarijp;1.0
BU19401601;Harich;1.0
BU19401701;Haskerhorne;0.0
BU19401801;Idskenhuizen;1.0
BU19401901;Joure, Blaauwhof;15.0
BU19401902;Joure, Buitengebied;0.0
BU19401903;Joure, Centrum;5.0
BU19401904;Joure, Jonkersland;2.0
BU19401905;Joure, Sewei/De Ekers;3.0
BU19401906;Joure, Skipsleat;1.0
BU19401907;Joure, Westermeer;6.0
BU19401908;Joure, Woudfennen;0.0
BU19401909;Joure, Wyldehoarne;0.0
BU19401910;Joure, Zuiderveld;5.0
BU19402001;Kolderwolde;
BU19402101;Langweer;2.0
BU19402201;Legemeer;
BU19402301;Lemmer-Buitengebied;0.0
BU19402302;Lemmer-Frieslandpark;3.0
BU19402303;Lemmer-Kom;19.0
BU19402304;Lemmer-Lemstervaart;9.0
BU19402305;Lemmer-Noord;2.0
BU19402306;Lemmer-Rienplan;4.0
BU19402307;Lemmer-West;17.0
BU19402308;Lemmer-Zijlroede;3.0
BU19402401;Mirns;0.0
BU19402501;Nijehaske;0.0
BU19402601;Nijemirdum;0.0
BU19402701;Oldeouwer;1.0
BU19402801;Oosterzee-Buitengebied;1.0
BU19402802;Oosterzee-Kom;4.0
BU19402901;Oudega;
BU19403001;Oudehaske;3.0
BU19403101;Oudemirdum;1.0
BU19403201;Ouwsterhaule;0.0
BU19403301;Ouwster-Nijega;
BU19403401;Rijs;0.0
BU19403501;Rohel;4.0
BU19403601;Rotstergaast;1.0
BU19403701;Rotsterhaule;1.0
BU19403801;Rottum;6.0
BU19403901;Ruigahuizen;0.0
BU19404001;Scharsterbrug;2.0
BU19404101;Sint Nicolaasga;10.0
BU19404201;Sintjohannesga;1.0
BU19404301;Sloten;7.0
BU19404401;Snikzwaag;
BU19404501;Sondel;
BU19404601;Terherne;1.0
BU19404701;Terkaple;0.0
BU19404801;Teroele;
BU19404901;Tjerkgaast;1.0
BU19405001;Vegelinsoord;0.0
BU19405101;Wijckel;0.0
BU07790000;Raamsdonksveer;39.0
BU07790001;Hooipolder en De Hoeven;37.0
BU07790002;Industrieterrein Dombosch;8.0
BU07790009;Verspreide huizen Raamsdonksveer;2.0
BU07790100;Raamsdonk;5.0
BU07790109;Verspreide huizen Raamsdonk;2.0
BU07790200;Geertruidenberg-Kom;6.0
BU07790201;Geertruidenberg-West;13.0
BU07790202;Geertruidenberg-Noord;4.0
BU07790203;Industrieterrein Dongeoever Amerkant;0.0
BU07790209;Verspreide huizen Geertruidenberg;1.0
BU02360000;Geldermalsen Centrum;4.0
BU02360001;Geldermalsen Middengebied;6.0
BU02360002;Geldermalsen West;1.0
BU02360003;Geldermalsen Oost;4.0
BU02360004;Geldermalsen Zuid;24.0
BU02360005;Verspreide huizen Zuidzijde;6.0
BU02360006;Verspreide huizen Westzijde;5.0
BU02360007;Verspreide huizen Oostzijde;1.0
BU02360008;Geldermalsen e.o.;0.0
BU02360009;Buitengebied;0.0
BU02360100;Deil;1.0
BU02360101;Enspijk;4.0
BU02360102;Rumpt;2.0
BU02360103;Gellicum;2.0
BU02360106;Gellicum e.o.;0.0
BU02360107;Rumpt e.o.;1.0
BU02360108;Enspijk e.o.;2.0
BU02360109;Deil e.o.;0.0
BU02360200;Beesd West;6.0
BU02360201;Beesd Oost;3.0
BU02360202;Rhenoy;4.0
BU02360203;Acquoy;0.0
BU02360207;Aquoy e.o.;0.0
BU02360208;Rhenoy e.o.;0.0
BU02360209;Beesd e.o.;8.0
BU02360300;Buurmalsen;2.0
BU02360301;Tricht;3.0
BU02360308;Tricht e.o.;1.0
BU02360309;Buurmalsen e.o.;1.0
BU02360400;Meteren;2.0
BU02360401;Meteren - Kalenberg;4.0
BU02360402;Meteren - De Plantage;0.0
BU02360403;Meteren e.o.;0.0
BU17710000;Centrum;19.0
BU17710001;Skandia;12.0
BU17710002;Akert;6.0
BU17710003;Zesgehuchten;6.0
BU17710004;Braakhuizen-Noord;12.0
BU17710005;Braakhuizen-Zuid;21.0
